Crop,Description,How_to_Grow,Economic_Importance,Uses,Major_Districts,YouTube_Links,Article_Links
Passionfruit,"Passionfruit is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Passionfruit supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Papaya,"Papaya is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Papaya supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Radish,"Radish is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Radish supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Leafy greens,"Leafy greens is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Leafy greens supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Paddy (rice) in valleys,"Paddy (rice) in valleys (Oryza sativa) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Paddy (rice) in valleys supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Maize,"Maize (Zea mays) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Maize supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Small millets,"Small millets is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Small millets supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Horsegram (in uplands),"Horsegram (in uplands) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Horsegram (in uplands) supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pepper,"Pepper (Piper nigrum) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pepper supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",Black pepper cultivation (YouTube): https://www.youtube.com/watch?v=5xVt0kYyG2A,Pepper cultivation guide (AgriFarming): https://www.agrifarming.in/black-pepper-cultivation/
Cardamom,"Cardamom (Elettaria cardamomum) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cardamom supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",Cardamom farming (YouTube): https://www.youtube.com/watch?v=3mQeG8tEJ8c,Cardamom cultivation (AgriFarming): https://www.agrifarming.in/cardamom-farming/
Ginger,"Ginger is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Ginger supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
